osm_id,osm_type,name,ssid_hint,internet_access,amenity,wifi,operator,lat,lon,vendor,bssid,country,region,first_seen,last_seen,matched_patterns,source,tags
1969579862,node,Highlands Coffee,,wlan,cafe,,,10.7686142,106.6934398,,,,,,2026-03-16T15:56:34Z,,osm_overpass,"{""addr:housename"":""Highlands Coffee"",""addr:housenumber"":""187"",""addr:street"":""Đường Phạm Ngũ Lão"",""air_conditioning"":""yes"",""amenity"":""cafe"",""brand"":""Highlands Coffee"",""brand:wikidata"":""Q5759361"",""check_date"":""2025-11-16"",""cuisine"":""coffee_shop;vietnamese"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Highlands Coffee"",""name:en"":""Highlands Coffee"",""opening_hours"":""06:00-24:00"",""outdoor_seating"":""yes"",""payment:cash"":""yes"",""payment:credit_cards"":""yes"",""payment:debit_cards"":""yes"",""phone"":""+84838389523"",""smoking"":""outside"",""takeaway"":""yes"",""toilets"":""yes"",""toilets:wheelchair"":""no"",""wheelchair"":""limited""}"
2078561313,node,Cafe Thềm Xưa,,yes,cafe,,,10.759976,106.685927,,,,,,2019-09-11T20:35:01Z,,osm_overpass,"{""addr:street"":""Đường Nguyễn Cảnh Chân"",""amenity"":""cafe"",""cuisine"":""coffee_shop"",""internet_access"":""yes"",""internet_access:fee"":""no"",""name"":""Cafe Thềm Xưa"",""outdoor_seating"":""yes"",""smoking"":""separated"",""takeaway"":""no"",""wheelchair"":""limited""}"
2103831053,node,Khách Sạn Đại Huy Hoàng,,wlan,,,,10.7672409,106.6909759,,,,,,2022-05-12T03:16:21Z,,osm_overpass,"{""internet_access"":""wlan"",""name"":""Khách Sạn Đại Huy Hoàng"",""name:de"":""Dai Huy Hoang Hotel"",""tourism"":""hotel""}"
2119278909,node,Trà sữa Tea Cup,,wlan,cafe,,,10.7980613,106.6885019,,,VN,Hồ Chí Minh,,2022-04-28T03:18:06Z,,osm_overpass,"{""addr:city"":""Phú Nhuận"",""addr:country"":""VN"",""addr:housenumber"":""174"",""addr:province"":""Hồ Chí Minh"",""addr:street"":""Phan Xích Long"",""amenity"":""cafe"",""cuisine"":""coffee_shop"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Trà sữa Tea Cup""}"
2158685397,node,Cửa Hàng Yogurt Space,,wlan,ice_cream,,,10.7984407,106.6876168,,,,Ho Chi Minh City,,2024-04-20T18:04:12Z,,osm_overpass,"{""addr:city"":""Ho Chi Minh City"",""addr:street"":""Phan Xích Long"",""amenity"":""ice_cream"",""cuisine"":""ice_cream"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Cửa Hàng Yogurt Space""}"
2179447381,node,Cà Phê Terrace,,wlan,cafe,,,10.7971795,106.6735475,,,,,,2022-04-26T04:46:54Z,,osm_overpass,"{""amenity"":""cafe"",""internet_access"":""wlan"",""name"":""Cà Phê Terrace""}"
2276551166,node,Cà Phê Miền Đồng Thảo,,wlan,cafe,,,10.7972044,106.6752752,,,,Thành phố Hồ Chí Minh,,2025-09-11T11:15:42Z,,osm_overpass,"{""addr:city"":""Thành phố Hồ Chí Minh"",""addr:housenumber"":""221A"",""addr:postcode"":""700000"",""addr:street"":""Nguyễn Trọng Tuyển"",""addr:ward"":""Phường Phú Nhuận"",""amenity"":""cafe"",""internet_access"":""wlan"",""name"":""Cà Phê Miền Đồng Thảo"",""phone"":""+84 8 38451357"",""smoking"":""yes""}"
2539425567,node,Cà Phê Tutti Frutti Frozen Yogurt,,wlan,cafe,,,10.7719303,106.6976976,,,,,,2022-05-25T07:32:35Z,,osm_overpass,"{""amenity"":""cafe"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Cà Phê Tutti Frutti Frozen Yogurt"",""name:de"":""Tutti frutti Frozen Yogurt"",""opening_hours"":""Mo-Su 08:00-22:30"",""smoking"":""no""}"
2609878882,node,Trung Nguyên Coffee,,wlan,cafe,,,10.7826381,106.6769835,,,,,,2022-05-12T08:57:03Z,,osm_overpass,"{""amenity"":""cafe"",""brand"":""Trung Nguyên"",""brand:wikidata"":""Q3541154"",""cuisine"":""coffee_shop;vietnamese"",""internet_access"":""wlan"",""name"":""Trung Nguyên Coffee"",""name:en"":""Trung Nguyen Coffee"",""name:vi"":""Cà phê Trung Nguyên"",""takeaway"":""yes""}"
2614395016,node,Khách Sạn Đức Minh,,wlan,,,,10.7518784,106.6740794,,,,,,2022-04-21T04:05:11Z,,osm_overpass,"{""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Khách Sạn Đức Minh"",""name:de"":""Dức Minh"",""tourism"":""hotel""}"
2672684527,node,Cắt Tóc Thanh Phong,,wlan,,,,10.75609,106.693908,,,,,,2022-04-16T08:19:13Z,,osm_overpass,"{""addr:housenumber"":""110"",""addr:street"":""Đường Nguyễn Khoái"",""internet_access"":""wlan"",""name"":""Cắt Tóc Thanh Phong"",""opening_hours"":""Mo-Su 09:00-22:00"",""phone"":""0932537379"",""shop"":""hairdresser""}"
2676923809,node,Baskin-Robbins,,wlan,ice_cream,,,10.771404,106.696391,,,,,,2022-05-09T08:35:41Z,,osm_overpass,"{""amenity"":""ice_cream"",""brand"":""Baskin-Robbins"",""brand:wikidata"":""Q584601"",""cuisine"":""ice_cream"",""internet_access"":""wlan"",""name"":""Baskin-Robbins"",""name:de"":""Cafe Baskin Robins"",""opening_hours"":""Mo-Su 10:00-23:00"",""phone"":""19002076"",""website"":""http://www.baskinsrobbins.vn""}"
2676928762,node,Pizza Hut,,wlan,restaurant,,,10.776985,106.690347,,,,Ho Chi Minh City,,2024-04-20T18:04:12Z,,osm_overpass,"{""addr:city"":""Ho Chi Minh City"",""addr:district"":""Quận 3"",""addr:housenumber"":""61"",""addr:street"":""Trương Định"",""addr:subdistrict"":""Phường 6"",""amenity"":""restaurant"",""branch"":""Trương Định"",""brand"":""Pizza Hut"",""brand:wikidata"":""Q191615"",""cuisine"":""pizza"",""internet_access"":""wlan"",""name"":""Pizza Hut"",""takeaway"":""yes""}"
2676929117,node,Cửa Hàng Bánh Mì Tươi,,wlan,,,,10.7761119,106.6901276,,,,,,2022-05-09T08:26:52Z,,osm_overpass,"{""internet_access"":""wlan"",""name"":""Cửa Hàng Bánh Mì Tươi"",""shop"":""bakery""}"
2760310171,node,Cà Phê Milano Radio,,yes,cafe,,,10.7994534,106.6888155,,,,"Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",,2014-04-02T09:35:52Z,,osm_overpass,"{""addr:city"":""Phường 7, Quận Phú Nhuận, Thành Phố Hồ Chí Minh"",""addr:housenumber"":""33"",""addr:postcode"":""08"",""addr:street"":""Hoa Sứ"",""amenity"":""cafe"",""cuisine"":""coffee_shop"",""internet_access"":""yes"",""name"":""Cà Phê Milano Radio"",""note"":""Cà phê giá chỉ từ 12.000vnđ/ly"",""opening_hours"":""06:30"",""phone"":""0942 869 233"",""smoking"":""yes""}"
2854585999,node,Quán Beer Plaza,,wlan,pub,,,10.7700421,106.6934779,,,,,,2022-05-09T09:37:43Z,,osm_overpass,"{""addr:housenumber"":""94 - 96"",""addr:street"":""Đường Lê Lai"",""amenity"":""pub"",""internet_access"":""wlan"",""name"":""Quán Beer Plaza"",""name:de"":""Beer Plaza""}"
3212141008,node,Khách Sạn Vàng Anh,,wlan,,,,10.7979061,106.6897753,,,,,,2022-04-28T03:18:06Z,,osm_overpass,"{""internet_access"":""wlan"",""name"":""Khách Sạn Vàng Anh"",""tourism"":""hotel""}"
3235567249,node,Paris Baguette,,wlan,,,,10.7914244,106.6873065,,,,,,2025-07-18T02:43:35Z,,osm_overpass,"{""addr:street"":""Lý Chính Thắng"",""brand"":""Paris Baguette"",""brand:wikidata"":""Q62605260"",""internet_access"":""wlan"",""name"":""Paris Baguette"",""shop"":""bakery""}"
3235666541,node,,,wlan,cafe,,,10.7901897,106.6889271,,,,Ho Chi Minh City,,2024-04-20T18:04:12Z,,osm_overpass,"{""addr:city"":""Ho Chi Minh City"",""addr:district"":""Quan 3"",""addr:housenumber"":""377"",""addr:street"":""Hẻm 373 Hai Bà Trưng;Hai Bà Trưng"",""addr:subdistrict"":""Phuong 8"",""amenity"":""cafe"",""cuisine"":""ice_cream"",""internet_access"":""wlan""}"
3256598177,node,Khách Sạn PP BackPackers,,wlan,,,,10.7673302,106.6908055,,,,HoChiMinh Cit,,2022-05-19T02:35:51Z,,osm_overpass,"{""addr:city"":""HoChiMinh Cit"",""addr:district"":""1"",""addr:housenumber"":""283/41"",""addr:postcode"":""70000"",""addr:street"":""Phạm Ngũ Lão"",""internet_access"":""wlan"",""name"":""Khách Sạn PP BackPackers"",""tourism"":""hotel"",""website"":""http://ppbackpackers.com.vn/"",""wheelchair"":""no""}"
3473955573,node,Nhà Hàng Pundjab,,wlan,restaurant,,,10.7680371,106.6941696,,,,,,2022-05-19T02:35:51Z,,osm_overpass,"{""amenity"":""restaurant"",""cuisine"":""indian"",""internet_access"":""wlan"",""name"":""Nhà Hàng Pundjab"",""name:de"":""Pundjab"",""name:fr"":""pundjab""}"
3607020510,node,Nhà Hàng Vỹ Dạ,,wlan,restaurant,,,10.7749047,106.6980099,,,,,,2022-05-19T03:36:24Z,,osm_overpass,"{""amenity"":""restaurant"",""internet_access"":""wlan"",""name"":""Nhà Hàng Vỹ Dạ""}"
3798941178,node,Cà Phê Suối Nguồn,,wlan,cafe,,,10.7984019,106.6680438,,,,,,2022-04-26T03:38:49Z,,osm_overpass,"{""amenity"":""cafe"",""internet_access"":""wlan"",""name"":""Cà Phê Suối Nguồn""}"
3806622351,node,Khách Sạn Khói,,wlan,,,,10.7667992,106.6896673,,,,,,2022-05-16T02:58:11Z,,osm_overpass,"{""addr:housenumber"":""373/11"",""addr:street"":""Pham Ngu Lao St"",""internet_access"":""wlan"",""name"":""Khách Sạn Khói"",""tourism"":""hotel""}"
4117199797,node,Khách Sạn 4 Sao New Pacific,,wlan,,,,10.78384,106.6828613,,,,,,2024-01-14T08:57:26Z,,osm_overpass,"{""addr:housenumber"":""12 этажей + ресторан"",""addr:street"":""Kỳ Ðồng"",""email"":""hotel@new pacific.vn"",""internet_access"":""wlan"",""name"":""Khách Sạn 4 Sao New Pacific"",""name:en"":""NEW PACIFIC HOTEL"",""name:ja"":""ニュー パシフィック ホテル"",""opening_hours"":""24/7"",""phone"":""84835261788"",""tourism"":""hotel"",""website"":""www.newpacific.vn""}"
4120750189,node,Nhà Hàng Saigon Green House,,wlan,restaurant,,,10.7724714,106.6958298,,,,,,2022-05-19T04:43:18Z,,osm_overpass,"{""addr:housenumber"":""52"",""addr:street"":""Trương Định"",""amenity"":""restaurant"",""delivery"":""yes"",""diet:halal"":""yes"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Nhà Hàng Saigon Green House"",""opening_hours"":""10:00-22:00""}"
4121579923,node,Khách Sạn Eden Garden 2,,wlan,,,,10.7682418,106.6945397,,,,,,2024-12-14T16:01:29Z,,osm_overpass,"{""addr:housenumber"":""28/12;175/21"",""addr:postcode"":""70000"",""addr:street"":""175/21 Pham Ngu Lao Street, Pham Ngu Lao Ward, District 1, Ho Chi Minh City"",""email"":""saigonedengarden2@gmail.com"",""internet_access"":""wlan"",""name"":""Khách Sạn Eden Garden 2"",""phone"":""+84 8 38365254"",""tourism"":""hotel"",""website"":""http://www.edengardenhotel2.com""}"
4133670092,node,Cà Phê Nguyễn Hoàng,,wlan,cafe,,,10.7716515,106.695367,,,,,,2022-05-10T03:35:57Z,,osm_overpass,"{""addr:housenumber"":""70/38A"",""amenity"":""cafe"",""internet_access"":""wlan"",""name"":""Cà Phê Nguyễn Hoàng""}"
4134594889,node,Cà Phê Three O’clock,,wlan,cafe,,,10.7553326,106.6818593,,,,,,2022-04-16T03:28:08Z,,osm_overpass,"{""addr:housenumber"":""771"",""addr:street"":""Đường Trần Hưng Ðạo"",""amenity"":""cafe"",""cuisine"":""coffee_shop"",""internet_access"":""wlan"",""name"":""Cà Phê Three O’clock"",""opening_hours"":""Mo-Su 08:00-22:00"",""phone"":""08 38363900"",""website"":""http://www.langfarmdalat.com""}"
4143264008,node,KnK Inn (Homestay) Sports Pub Rooftop Garden,,wlan,,,,10.7643179,106.6953625,,,,Ho Chi Minh City,,2026-04-19T11:08:00Z,,osm_overpass,"{""addr:housenumber"":""96"",""addr:postcode"":""70000"",""addr:province"":""Ho Chi Minh City"",""addr:street"":""Đường Ðề Thám"",""addr:subdistrict"":""Cầu Ông Lãnh"",""internet_access"":""wlan"",""internet_access:fee"":""customers"",""name"":""KnK Inn (Homestay) Sports Pub Rooftop Garden"",""opening_hours"":""Mo-Su 08:00-23:00"",""tourism"":""hostel"",""website"":""https://www.knkinn.com""}"
4151437404,node,Starbucks,,wlan,cafe,,,10.7675184,106.6938961,,,,,,2022-05-28T23:27:02Z,,osm_overpass,"{""addr:housenumber"":""191-193"",""addr:street"":""Đường Ðề Thám"",""amenity"":""cafe"",""branch"":""Đề Thám"",""brand"":""Starbucks"",""brand:wikidata"":""Q37158"",""cuisine"":""coffee_shop"",""email"":""customerservice@coffee-concepts.com.vn"",""internet_access"":""wlan"",""name"":""Starbucks"",""official_name"":""Starbucks Coffee"",""opening_hours"":""Su-Th 07:00-22:00; Fr-Sa 07:00-23:00"",""phone"":""+8438386455"",""takeaway"":""yes"",""website"":""https://www.starbucks.vn/""}"
4213286993,node,Viện Di Động,,wlan,,,Ha Vu,10.7922932,106.6936363,,,,Ho Chi Minh City,,2022-04-28T02:31:17Z,,osm_overpass,"{""addr:city"":""Ho Chi Minh City"",""addr:district"":""Tân Định"",""addr:housenumber"":""81"",""addr:postcode"":""100081"",""addr:street"":""Trần Quang Khải"",""internet_access"":""wlan"",""name"":""Viện Di Động"",""operator"":""Ha Vu"",""shop"":""mobile_phone""}"
4214941891,node,Khách Sạn Sunrise Central,,wlan,,,,10.7737761,106.6969229,,,,Ho Chi Minh City,,2023-06-19T01:22:03Z,,osm_overpass,"{""addr:city"":""Ho Chi Minh City"",""addr:district"":""1"",""addr:housenumber"":""135-137"",""addr:postcode"":""70000"",""addr:street"":""Lý Tự Trọng"",""addr:subdistrict"":""Ben Thanh"",""internet_access"":""wlan"",""name"":""Khách Sạn Sunrise Central"",""note"":""The newly renovated hotel in 2016"",""phone"":""+84-8-38234370"",""rooms"":""79"",""stars"":""3"",""tourism"":""hotel"",""website"":""https://www.sunrisecentralhotel.com""}"
4221617096,node,Nhà Khách Diệp Anh,,wlan,,,,10.7677112,106.6927005,,,,,,2022-05-09T03:33:45Z,,osm_overpass,"{""addr:housenumber"":""241/31"",""addr:street"":""Hẻm Phạm Ngũ Lão"",""internet_access"":""wlan"",""name"":""Nhà Khách Diệp Anh"",""tourism"":""guest_house""}"
4221664192,node,Thanh Diep Network Solutions,,wlan,,,,10.7789349,106.6681466,,,,,,2023-10-04T22:51:33Z,,osm_overpass,"{""addr:street"":""Hẻm 163/14/65 Tô Hiến Thành"",""email"":""info@thanhdiep.com"",""internet_access"":""wlan"",""name"":""Thanh Diep Network Solutions"",""opening_hours"":""Mo-Su 09:00-18:00"",""phone"":""+84933444781"",""shop"":""computer"",""website"":""https://thanhdiep.com/""}"
4242307790,node,Cà Phê Trầm,,wlan,cafe,,,10.7965646,106.6777741,,,,,,2022-04-27T04:24:05Z,,osm_overpass,"{""addr:housenumber"":""100"",""addr:street"":""Trần Huy Liệu"",""amenity"":""cafe"",""internet_access"":""wlan"",""name"":""Cà Phê Trầm""}"
4242359812,node,Khách Sạn Misu Home,,wlan,,,,10.7609409,106.6876518,,,,,,2022-04-14T09:04:16Z,,osm_overpass,"{""addr:street"":""258/109 Tran Hung Dao"",""email"":""misuhomes@gmail.com"",""internet_access"":""wlan"",""name"":""Khách Sạn Misu Home"",""opening_hours"":""24/7"",""phone"":""0918631679"",""tourism"":""hostel""}"
4242786289,node,Khách Sạn Compass Park View,,wlan,,,,10.7723839,106.6929389,,,,,,2022-05-11T07:03:50Z,,osm_overpass,"{""internet_access"":""wlan"",""name"":""Khách Sạn Compass Park View"",""name:de"":""Compass Park View Hotel"",""tourism"":""hotel""}"
4254655893,node,Khách Sạn Lê Duy,,wlan,,,LE DUY,10.770762,106.6936694,,,,,,2022-05-16T04:53:17Z,,osm_overpass,"{""addr:housenumber"":""18-20"",""addr:street"":""Đường Nguyễn Thái Học"",""email"":""info@leduyhotel.com.vn"",""internet_access"":""wlan"",""name"":""Khách Sạn Lê Duy"",""name:de"":""Le Duy Hotel"",""opening_hours"":""24/7"",""operator"":""LE DUY"",""phone"":""+84839252090"",""tourism"":""hotel"",""website"":""leduyhotel.com.vn""}"
4259829690,node,,,wlan,,,,10.767851,106.69439,,,,,,2016-06-23T04:57:30Z,,osm_overpass,"{""addr:street"":""Hẻm 40 Bùi Viện"",""internet_access"":""wlan"",""tourism"":""hotel""}"
4267020994,node,Khách Sạn Town House 373,,wlan,,,,10.7664642,106.6901077,,,,,,2022-04-16T09:22:08Z,,osm_overpass,"{""internet_access"":""wlan"",""name"":""Khách Sạn Town House 373"",""tourism"":""hostel""}"
4269089889,node,Quán Ốc Cà Na,,wlan,food_court,,,10.7985812,106.6814186,,,,,,2022-04-27T04:59:53Z,,osm_overpass,"{""amenity"":""food_court"",""internet_access"":""wlan"",""name"":""Quán Ốc Cà Na""}"
4271032089,node,Khách Sạn Inn Saigon,,wlan,,,,10.7687943,106.6905611,,,,,,2022-05-26T02:43:46Z,,osm_overpass,"{""addr:housenumber"":""200"",""addr:street"":""Lê Lai"",""internet_access"":""wlan"",""name"":""Khách Sạn Inn Saigon"",""phone"":""+84839254348"",""tourism"":""hostel""}"
4274858294,node,The Coffee House,,wlan,cafe,,,10.778179,106.681205,,,,,,2022-05-18T08:15:04Z,,osm_overpass,"{""addr:housenumber"":""130"",""addr:street"":""Đường Cách Mạng Tháng Tám"",""amenity"":""cafe"",""brand"":""The Coffee House"",""brand:wikidata"":""Q60775742"",""cuisine"":""coffee_shop;vietnamese"",""internet_access"":""wlan"",""name"":""The Coffee House"",""name:en"":""The Coffee House"",""phone"":""02871 087 088"",""takeaway"":""yes"",""website"":""https://www.thecoffeehouse.com/""}"
4275134192,node,Nhà Hàng - Cafe Bookworm's,,wlan,restaurant,,,10.7663169,106.6913488,,,,,,2022-04-17T13:27:51Z,,osm_overpass,"{""addr:housenumber"":""4"",""addr:street"":""Ðỗ Quang Ðẩu"",""amenity"":""restaurant"",""internet_access"":""wlan"",""name"":""Nhà Hàng - Cafe Bookworm's"",""name:en"":""Bookworm's Cafe - English breakfast"",""opening_hours"":""Mo-Su 07:00-23:30""}"
4302054289,node,Khách Sạn Himalaya Phoenix Saigon,,wlan,,,,10.7705584,106.6930431,,,,,,2022-05-13T07:34:28Z,,osm_overpass,"{""addr:housenumber"":""7/12"",""addr:street"":""Nguyễn Trãi"",""email"":""hiphosaigonhostel@gmail.com"",""internet_access"":""wlan"",""name"":""Khách Sạn Himalaya Phoenix Saigon"",""name:de"":""Himalaya Phoenix Saigon Hostel"",""opening_hours"":""24/7"",""phone"":""0084907653230"",""tourism"":""hostel""}"
4310134635,node,Nhà Hàng Gogi,,wlan,restaurant,,,10.7977766,106.6892286,,,,,,2022-04-28T03:18:06Z,,osm_overpass,"{""addr:housenumber"":""198"",""addr:street"":""Phan Xích Long"",""amenity"":""restaurant"",""cuisine"":""grill"",""internet_access"":""wlan"",""name"":""Nhà Hàng Gogi"",""opening_hours"":""Mo-Su 10:00-22:00"",""phone"":""(08)35178283""}"
4316938489,node,Khách Sạn Quy Thanh,,wlan,,,,10.7724577,106.694196,,,,,,2022-05-19T03:36:24Z,,osm_overpass,"{""internet_access"":""wlan"",""name"":""Khách Sạn Quy Thanh"",""name:de"":""Quy Thanh"",""tourism"":""hotel""}"
4332395699,node,Jolliebee Trần Hưng Đạo,,wlan,fast_food,,Jolliebee,10.7564895,106.6849749,,,,,,2023-10-04T22:52:28Z,,osm_overpass,"{""addr:housenumber"":""354-356"",""addr:street"":""Đường Trần Hưng Ðạo"",""amenity"":""fast_food"",""branch"":""Trần Hưng Đạo"",""brand"":""Jollibee"",""cuisine"":""burger"",""delivery"":""yes"",""internet_access"":""wlan"",""name"":""Jolliebee Trần Hưng Đạo"",""not:brand:wikidata"":""Q37614"",""operator"":""Jolliebee"",""takeaway"":""yes"",""website"":""https://www.jollibee.com.vn/""}"
4335331201,node,Nhà Hàng Zìn Ký,,wlan,restaurant,,,10.7692725,106.6904171,,,,,,2022-05-26T04:25:36Z,,osm_overpass,"{""addr:street"":""Đường Nguyễn Trãi"",""amenity"":""restaurant"",""internet_access"":""wlan"",""name"":""Nhà Hàng Zìn Ký"",""name:de"":""Zìn Ký"",""opening_hours"":""24/7""}"
4335923590,node,Khách Sạn Blue River 2,,wlan,,,,10.7664022,106.6996139,,,,,,2022-05-09T13:08:09Z,,osm_overpass,"{""addr:housenumber"":""54"",""addr:street"":""Ký Con"",""internet_access"":""wlan"",""name"":""Khách Sạn Blue River 2"",""opening_hours"":""24/7"",""tourism"":""hotel""}"
4343920800,node,,,wlan,cafe,,,10.7687033,106.6936021,,,,,,2026-03-16T15:56:34Z,,osm_overpass,"{""addr:street"":""Đường Phạm Ngũ Lão"",""amenity"":""cafe"",""check_date"":""2025-11-16"",""internet_access"":""wlan"",""internet_access:fee"":""customers"",""payment:cash"":""yes"",""takeaway"":""only""}"
4345877290,node,Cửa Hàng Di Động Nhật Huy,,wlan,,,,10.7631911,106.6658422,,,,,,2022-04-15T02:39:52Z,,osm_overpass,"{""addr:housenumber"":""434"",""addr:street"":""Vĩnh Viễn"",""internet_access"":""wlan"",""name"":""Cửa Hàng Di Động Nhật Huy"",""opening_hours"":""Mo-Su 09:00-20:00"",""phone"":""0908662882"",""shop"":""mobile_phone"",""website"":""https://nhathuy.mobi/""}"
4348139090,node,Sa Đéc Quán,,wlan,restaurant,,,10.7820043,106.6932163,,,,,,2023-03-11T09:04:58Z,,osm_overpass,"{""amenity"":""restaurant"",""cuisine"":""vietnamese"",""diet:vegan"":""yes"",""diet:vegetarian"":""yes"",""internet_access"":""wlan"",""name"":""Sa Đéc Quán""}"
4352683291,node,Cà Phê Vừng Ơi,,wlan,cafe,,,10.7815859,106.691294,,,,,,2022-05-11T04:31:14Z,,osm_overpass,"{""amenity"":""cafe"",""internet_access"":""wlan"",""name"":""Cà Phê Vừng Ơi""}"
4367701489,node,,,wlan,,,,10.792936,106.6657152,,,,,,2026-01-17T19:33:02Z,,osm_overpass,"{""addr:street"":""Hẻm 281/56 Lê Văn Sỹ"",""check_date:internet_access"":""2026-01-18"",""internet_access"":""wlan"",""tourism"":""hostel""}"
